1465-cortex_1-neuron_MDA_12	0.316842697818318	0.38608113589169	0.454878626054774	0.568959952541954	0.54642601241383	0.37504162789974	0.289939367815512
1465-cortex_1-neuron_MDA_18	0.332162864532139	0.394728595388381	0.461407256240926	0.558210351174684	0.530006589574593	0.360615240691054	0.284002878154802
1465-cortex_1-neuron_MDA_20	0.331088723264865	0.389408608018482	0.452189597311285	0.53325063009952	0.505362755321965	0.346621672378409	0.279938740881565
1465-cortex_1-neuron_MDA_24	0.334463990681893	0.404146334453379	0.482158419673493	0.618411740026084	0.606422276591945	0.478911766871065	0.391569889449728
1465-cortex_1-neuron_MDA_25	0.337263562255689	0.396719644871523	0.463841747923624	0.563997634802921	0.536912046797602	0.364179008968511	0.28792253045655
1465-cortex_1-neuron_MDA_2_WGSb	0.347909055883216	0.392799123354519	0.454363540845409	0.542383214885744	0.512539923694399	0.340802570717925	0.283245890551097
1465-cortex_1-neuron_MDA_30	0.344694992624902	0.407334379871379	0.478038737449819	0.599682470867153	0.575007332372433	0.422755025992647	0.364401510618551
1465-cortex_1-neuron_MDA_39	0.339366202097936	0.404057022805527	0.476806029657947	0.595186228548767	0.57257836864989	0.382643237633966	0.302590814128163
1465-cortex_1-neuron_MDA_3_WGSb	0.356386270031873	0.399421730302815	0.465405535904911	0.572822982177625	0.538890095898301	0.363451142024272	0.288887460161252
1465-cortex_1-neuron_MDA_43	0.33967902673775	0.391301779028299	0.450136453816727	0.535347469141725	0.506878210169066	0.339311578005618	0.277917668749003
1465-cortex_1-neuron_MDA_46	0.333990530730706	0.392676541885464	0.458562051369067	0.558381501606676	0.535097693325864	0.36131306745709	0.289484893313304
1465-cortex_1-neuron_MDA_47	0.348016192237606	0.395546474883018	0.457460726225258	0.558893165091987	0.530626450460925	0.353440568630809	0.289484148507964
1465-cortex_1-neuron_MDA_51_WGSb	0.363187887746362	0.413846941870874	0.484211837333128	0.593329282503394	0.568503596146948	0.392521631006781	0.321474033658842
1465-cortex_1-neuron_MDA_5	0.344390143969897	0.402805148607048	0.472046586203938	0.574078994692116	0.546164573228685	0.369276325627044	0.291788120561125
1465-cortex_1-neuron_MDA_6_WGSb	0.356329634461331	0.400000056742494	0.461461178722267	0.546191359927169	0.517558180022658	0.354503917562747	0.290780179436392
1465-cortex_1-neuron_MDA_8	0.327270077624859	0.403948054152556	0.483089712707654	0.616719617956835	0.602762542213132	0.444336262445714	0.354724200024635
