avg	std
0.03219505069645295	0.018305166236394485
0.03373895873057388	0.018919889502366827
0.03534582702020165	0.019547598172245877
0.037017590268922596	0.02018819271822396
0.038756207952947305	0.020841551326165445
0.04056366262555527	0.021507529137939487
0.04244195808900528	0.0221859575092342
0.04439311743113849	0.022876643285459998
0.046419180924120076	0.02357936809842803
0.04852220378300797	0.024293887686565593
0.0507042537820954	0.02501993124149973
0.052967408727257206	0.02575720078390644
0.05531375378282969	0.02650537057158262
0.05774537865187729	0.027264086542752163
0.06026437460903977	0.028032965797665343
0.06287283138551869	0.028811596121592065
0.0655728339061431	0.02959953555234261
0.06836645887885665	0.030396311995476943
0.07125577123739109	0.031201422890380092
0.07424282043833164	0.0320143349303921
0.07732963661423686	0.032834483840180395
0.0805182265849528	0.03366127421353456
0.08381056972975486	0.034494079414744146
0.08720861372345635	0.035332241546692005
0.09071427014014803	0.036175071488756885
0.09432940992876761	0.03702184900756852
0.09805585876524775	0.03787182294359903
0.10189539228654844	0.038724211476502145
0.10584973121244987	0.03957820247202917
0.10992053636155652	0.0404329539132564
0.11410940356854503	0.041287594418753425
0.11841785851027603	0.042141223850204836
0.12284735144897505	0.042992914011869963
0.12739925190127924	0.04384170944412589
0.13207484324253116	0.04468662831319006
0.1368753172562826	0.045526663398958014
0.1418017686395481	0.04636078318272183
0.14685518947491621	0.047187933036355906
0.15203646368117668	0.048007036514368266
0.15734636145467198	0.048816996750019784
0.16278553371409987	0.04961669795651075
0.1683545065620042	0.05040500703402604
0.1740536757766784	0.05118077528321617
0.17988330134866076	0.05194284022547517
0.18584350207644512	0.05269002753015847
0.19193425023642544	0.053421153048664884
0.1981553663424755	0.05413502495509181
0.2045065140108953	0.054830445992959546
0.21098719494676352	0.055506215827296534
0.21759674406799367	0.056161133501179836
0.2243343247836105	0.05679399999564226
0.2311989244429416	0.05740362089168815
0.23818934997254165	0.05798880913300994
0.2453042237177494	0.05854838788787054
0.25254197950580426	0.05908119350851622
0.2599008589474196	0.05958607858641566
0.2673789079936366	0.06006191510158848
0.27497397376463556	0.060507597664296954
0.282683701666991	0.0609220468474318
0.29050553281560587	0.06130421260803597
0.29843670177623105	0.06165307779658564
0.3064742346441125	0.06196766175289092
0.31461494747386065	0.06224702398780288
0.32285544507513925	0.06249026795032355
0.331192120188196	0.062696544880224
0.3396211530526448	0.0628650577468923
0.3481385113822024	0.06299506527587147
0.3567399507573413	0.06308588606541603
0.3654210154470001	0.06313690279641221
0.3741770396696189	0.06314756654018303
0.3830031493028412	0.06311740117004473
0.3918942640502206	0.06304600788402065
0.4008451000722417	0.06293306984785083
0.4098501730878511	0.06277835696938468
0.4189038019515561	0.06258173081761272
0.4280001127099485	0.06234314970198738
0.43713304314026996	0.06206267393030021
0.44629634777235166	0.061740471266215256
0.45548360339394905	0.06137682261057604
0.4646882150381222	0.06097212793376644
0.47390342244994527	0.06052691248964049
0.4831223070284122	0.060041833344736284
0.492337799237968	0.059517686259498416
0.501542686482662	0.05895541296082468
0.5107296214344466	0.05835610884712158
0.5198911308056945	0.05772103116776422
0.5290196245545186	0.0570516077178361
0.5381074055100488	0.05634944608549919
0.5471466794033341	0.05561634348229342
0.5561295652881147	0.054854297174757996
0.5650481063343048	0.0540655155172984
0.5738942809756018	0.05325242955902451
0.5826600143913132	0.052417705158670294
0.5913371903011454	0.05156425548840256
0.5999176630504323	0.05069525373546946
0.6083932699620437	0.04981414571584093
0.6167558439300442	0.0489246619915427
0.6249972262290413	0.048030828928668605
0.6331092795121271	0.04713697794231552
0.6410839009693186	0.0462477519461974
0.6489130356174968	0.045368107760585155
0.656588689692016	0.04450331294090987
0.6641029441093987	0.043658935188754744
0.6714479679698876	0.042840822228019625
0.6786160320680311	0.04205506981925218
0.6855995223790272	0.04130797551057139
0.6923909534881566	0.040605975867761455
0.698982981930366	0.039955565383011725
0.7053684194068875	0.03936319612085455
0.7115402458457096	0.03883515848102982
0.7174916222727394	0.0383774452385118
0.7232159034606717	0.03799560316005436
0.7287066503227949	0.03769457877061844
0.7339576420193504	0.03747856690666445
0.738962887744524	0.03735087212256659
0.7437166381627348	0.03731379339705801
0.7482133964635536	0.03736854163260245
0.7524479290053927	0.03751519710647653
0.7564152755190081	0.03775271057284348
0.7601107588428269	0.0380789476561914
0.7635299941632354	0.03849077219550196
0.7666688977341489	0.038984160950184935
0.7695236950514591	0.039554340030313315
0.7720909284593301	0.04019593274638739
0.7743674641667907	0.040903109179001654
0.7763504986545703	0.04166972932401035
0.778037564453765	0.04248947375486644
0.7794265352795832	0.04335595795654856
0.7805156305051684	0.04426282851195015
0.7813034189622828	0.045203840971114115
0.7817888220574923	0.04617292043147848
0.7819711161943886	0.04716420661631515
0.7818499344942874	0.048172085624886576
0.7814252678098351	0.04919121063010339
0.7806974650279102	0.05021651370682011
0.7796672326602114	0.051243210763502856
0.778335633721932	0.052266801281719594
0.7767040859009195	0.05328306428408524
0.7747743590217339	0.05428805167910635
0.7725485718109832	0.05527807988617913
0.7700291879722958	0.05624972043274805
0.7672190115812306	0.05719979003972965
0.7641211818123138	0.05812534056883461
0.7607391670122597	0.05902364909272826
0.757076758135256	0.059892208261724485
0.7531380615579213	0.06072871707454409
0.7489274912932768	0.06153107211154492
0.7444497606246688	0.062297359253209346
0.739709873182149	0.06302584588156133
0.7347131134852918	0.063714973545123
0.7294650369778177	0.06436335105703266
0.7239714595807013	0.06496974798946731
0.718238446791638	0.06553308852432742
0.7122723023598704	0.06605244561930959
0.7060795565663882	0.0665270354493069
0.6996669541404078	0.06695621208499394
0.6930414418438592	0.06733946237308752
0.6862101557562978	0.06767640098582084
0.6791804082932282	0.06796676561042653
0.6719596749913259	0.06821041225274223
0.6645555810943812	0.06840731063231656
0.656975887974047	0.06855753964955152
0.6492284794196032	0.0686612829084032
0.6413213478309895	0.06871882428096533
0.6332625803492438	0.06873054350285564
0.6250603449583088	0.06869691179070998
0.616722876591864	0.06861848747526694
0.6082584632784132	0.06849591164549639
0.599675432357367	0.06832990380100304
0.5909821367982386	0.06812125751152309
0.5821869416543572	0.06787083608374514
0.5732982106817199	0.06757956823693193
0.5643242931527037	0.06724844378991034
0.5552735108933882	0.06687850936294207
0.5461541455722014	0.06647086409879875
0.5369744262664592	0.06602665540804874
0.5277425173321953	0.06554707474413406
0.5184665066014125	0.06503335341427431
0.5091543939295693	0.06448675843259769
0.4998140801147699	0.0639085884221663
0.490453356208686	0.0633001695727494
0.48107989323781475	0.0626628516612997
0.47170123235217776	0.06199800414212572
0.46232477541704575	0.06130701231371559
0.45295777606176424	0.06059127356907806
0.4436073311981677	0.05985219373631411
0.43428037301954003	0.059091183515936264
0.4249836614894947	0.05830965502120617
0.4157237773285844	0.05750901842747628
0.40650711550490476	0.056690678736200296
0.39733987923339453	0.05585603265892193
0.38822807448702346	0.05500646562616953
0.3791775050215437	0.054143348925778725
0.37019376791401476	0.05326803697473536
0.3612822496138631	0.05238186472818935
0.3524481225038344	0.051486145228829154
0.34369634196683363	0.05058216729933924
0.33503164395333074	0.049671193380185094
0.32645854304274036	0.04875445751449006
0.3179813309909642	0.047833163481283886
0.3096040757551352	0.04690848307792145
0.30133062098548624	0.04598155455198909
0.2931645859732397	0.04505348118254404
0.2851093660424268	0.04412533001006396
0.27716813337263596	0.043198130714027984
0.26934383823884833	0.04227287463660542
0.26163921065373125	0.04135051395049538
0.25405676239706165	0.04043196096854478
0.24659878941630234	0.03951808759237031
0.23926737458178982	0.03860972489682729
0.23206439077948884	0.03770766284680466
0.22499150432384124	0.036812650142480224
0.2180501786728665	0.03592539418884827
0.21124167842739033	0.035046561185029496
0.20456707359603596	0.03417677632859528
0.19802724410746464	0.03331662412988243
0.19162288455124754	0.03246664883104348
0.1853545091287167	0.03162735492437044
0.17922245679517607	0.030799207764247473
0.17322689657493148	0.029982634266930278
0.16736783303074193	0.029178023692218953
0.16164511186949285	0.02838572850098296
0.15605842566613665	0.027606065282417103
0.1506073196882382	0.026839315744850923
0.14529119780381125	0.026085727763903974
0.14010932845551027	0.02534551648177459
0.13506085068466922	0.024618865451470042
0.1301447801891412	0.023905927819830513
0.12536001539938746	0.023206827543269165
0.12070534355779193	0.022521660630243415
0.11617944678673413	0.021850496404589304
0.11178090813152924	0.021193378783989976
0.10750821756495163	0.02055032756801016
0.10335977794067466	0.019921339730311016
0.09933391088359919	0.01930639070986123
0.0954288626056916	0.018705435696181275
0.09164280963661328	0.01811841090389599
0.08797386445909162	0.01754523483212535
0.08442008103965185	0.016985809504511905
0.0809794602460086	0.016440021685966283
0.07764995514308458	0.015907744072505028
0.0744294761602994	0.015388836450858135
0.07131589612343421	0.01488314682483403
0.06830705514504007	0.014390512505745493
0.065400765368004	0.013910761164519374
0.062594815557528	0.013443711843433247
0.05988697553740035	0.012989175925741964
0.05727500046704851	0.012546958061773401
0.05475663495645923	0.012116857050384384
0.05232961701662647	0.011698666674971794
