	KL	sub	supra	min_pos	median	mean	lower	upper	classif
1	0.42390037299332106	-1.8199812637338488	6.7833434557578265	0	13896	20729	3170	60558	Possible loss
2	0.006392759949552791	0.9902907822958538	12.154463194110408	828	10206	16485	2046	51066	Pass
3	0.015557981507280053	1.497510640614891	12.65127107485727	1129	10314	15236	2438	44380	Pass
4	0.008120984112001581	0.985656463304462	11.962917399265473	0	11372	17626	2425	52932	Pass
5	0.01521753044304048	0.7273136677535064	11.22805115229211	0	10975	16766	2402	49724	Pass
6	0.024904546921981723	0.6082503118059535	12.1408648781318	1598	11381	18865	2184	59740	Pass
7	0.008737393913190249	0.9711121279283033	11.899843531391259	1487	10319	14907	2527	42708	Pass
8	0.010756096710837933	1.267243020016628	12.295476671690658	1598	10450	15550	2399	45534	Pass
9	0.012464225224137834	0.9417460227501246	11.936990506061086	1308	10204	16152	2105	49239	Pass
10	0.02294760974451111	0.6886134454473405	12.393622123933028	1574	10908	18187	2064	57580	Pass
11	0.018298471321324384	1.4229605408123227	13.286044748783882	0	10482	16656	2159	50841	Pass
12	0.08433352015380566	2.122838134579273	15.164287305401889	0	8452	13948	1631	43571	Possible gain
13	0.03719211655964048	0.4506655989156334	10.856980569843785	0	11716	17347	2723	50409	Fail
14	0.01436191316497961	1.075429756315346	12.114901301945102	416	10591	16488	2257	49750	Pass
15	0.01840513552090749	1.1967997215044672	12.835735489872516	0	10740	18153	1988	57908	Pass
16	0.017931388791761885	1.1572884724277603	11.802594057122878	883	9884	14268	2418	40598	Pass
17	0.020200961745921914	1.2444331951155805	12.187648521340233	1588	9318	13415	2278	37924	Pass
18	0.019428367968473262	1.2741491062947254	12.198553428662427	948	12743	19932	2680	59973	Pass
19	0.05197170097763279	1.3470807146534103	12.611392054937564	0	6876	10002	1662	28766	Fail
20	0.02415239126835201	1.0850049523882648	12.279686466684613	1477	10538	16901	2114	52530	Pass
21	0.19154622101162025	2.3488321561402437	16.233023102664838	0	10338	18238	1777	59446	Possible gain
22	0.04165435238281284	1.1669551616288913	12.107510062060534	668	11249	16455	2678	46472	Fail
