	KL	sub	supra	min_pos	median	mean	lower	upper	classif
1	0.0102148921562898	3.352631984267111	14.0927201608601	381	7826	11761	1771	34527	Pass
2	0.0065532307139238	3.12426546978517	13.442288970606452	1531	8713	14206	1726	44211	Pass
3	0.13889849147550243	1.3915698925111055	10.209810108128812	0	11588	18509	2360	56871	Possible loss
4	0.008318253045267923	2.9525916853775813	13.57753614614288	0	10143	16724	1985	52374	Pass
5	0.008304531406904271	3.097613728947672	13.385579008651536	409	9554	16099	1770	51428	Pass
6	0.010314184724082269	3.2116284223654654	14.46048310978673	0	9321	17072	1528	57447	Pass
7	0.009046380502340187	3.00501200346302	13.627446790412456	1542	9327	15030	1860	46223	Pass
8	0.010981739782947789	3.1708926136411435	14.017685271476083	1288	10054	18712	1631	63447	Pass
9	0.022355463574768888	2.5340734958476405	13.07495497330317	0	9340	15308	1824	47681	Pass
10	0.014372841994702682	2.9614256176386142	14.639043593689863	392	8768	17975	1203	62481	Pass
11	0.020220139864218497	3.3224694772861803	14.692094730899848	0	9021	17045	1403	57968	Pass
12	0.11383951903792319	4.228366227780649	16.835535105666715	0	6325	10495	1198	33133	Possible gain
13	0.01519861861028569	2.7771925148587826	13.136311346024367	967	9241	16375	1610	53656	Pass
14	0.017197133012646776	3.2767566246457154	13.667822535620711	1581	9234	14518	1923	44462	Pass
15	0.01826494123031336	3.1000009777066575	13.724232584876336	1598	7987	13334	1518	42721	Pass
16	0.02216729666328967	3.0714688211205585	12.819503734937847	1140	8043	12355	1768	36539	Pass
17	0.03247139714298362	2.546831363442945	12.345955067654812	1491	8132	10836	2345	28381	Pass
18	0.018696452992046572	3.109975808263586	13.935342869179834	466	10331	17718	1869	56350	Pass
19	0.04240886634925537	3.3842209314321066	14.190594730259486	0	6334	9735	1372	29390	Fail
20	0.026464613815606143	2.8879830835326716	13.603558669402004	1564	9558	15388	1930	47654	Pass
21	0.08517466899019253	4.489827968733846	15.466020637876728	1360	10647	12938	3799	29737	Fail
22	0.07395077679584018	2.32960850718864	11.432565167816724	0	9007	13992	1947	41718	Possible loss
