	KL	sub	supra	min_pos	median	mean	lower	upper	classif
1	0.007132241889488297	2.777684671510828	14.014303866825642	1581	8458	13110	1820	39248	Pass
2	0.007941525596535666	2.8073939293923074	14.108119747307082	1575	9091	16077	1576	52952	Pass
3	0.008740398652952923	2.638875780630796	14.552697734814286	0	9212	19091	1255	66477	Pass
4	0.009377350821936975	2.4910441806136	13.800215210098981	0	10984	20147	1803	67598	Pass
5	0.009201208430709798	2.548251601840713	13.738797181399068	0	10464	19223	1699	64575	Pass
6	0.007987898612165133	2.525302392474978	14.333268249250033	588	9122	18188	1328	63368	Pass
7	0.009458064495563844	2.6726727686617275	14.343186877597443	352	9322	16387	1619	53670	Pass
8	0.013010116270361208	2.789019558075153	14.743927914983352	1469	10272	19736	1572	67522	Pass
9	0.37704902010079366	-0.31983093183857036	8.493068736536895	0	14183	22216	2982	67162	Possible loss
10	0.012430743152335036	2.69601994343025	14.70974691619697	0	9550	17453	1524	58237	Pass
11	0.02008591367864277	3.0385139620040285	14.925429298789986	0	8350	13949	1588	44022	Pass
12	0.07147247783776343	3.7983396138831482	16.568298417154892	0	7705	13775	1308	45401	Possible gain
13	0.014602492474615826	2.486151986633935	13.61195782904344	0	9970	18384	1627	61330	Pass
14	0.018474207110120773	2.794035613518603	14.186950791993354	1593	8845	15014	1630	48115	Pass
15	0.01670838486854614	2.4419435693010865	14.187358418715354	1598	9542	17821	1519	59945	Pass
16	0.02402696759406944	2.7087071970949683	12.857167735380205	322	9354	14093	2129	41150	Pass
17	0.02693974977093649	2.2474931740878574	13.188212698177265	0	9098	14901	1773	46690	Pass
18	0.1828987251364856	0.7006902616357422	9.78098780183312	0	14895	25706	2695	83509	Possible loss
19	0.04914579255381108	2.8839169145496832	14.730707042697254	0	5784	9544	1124	29975	Fail
20	0.023860735743806552	2.758284967409444	14.738177897623192	1312	11144	26126	1291	94798	Pass
21	0.10250338704626621	3.4432190376365	17.27931748513642	1227	11893	18645	2509	56770	Fail
22	0.07472269347392109	1.9498232022942812	11.262661227979061	0	9962	15710	2076	47511	Possible loss
