	KL	sub	supra	min_pos	median	mean	lower	upper	classif
1	0.007908957231154708	2.570472572003828	14.49159001337128	0	8799	15395	1541	50052	Pass
2	0.008742144647903474	2.6902637806721366	14.174174478318825	1598	9475	16149	1736	52085	Pass
3	0.009825722558423166	2.7604928188306976	14.597971470529036	0	9796	17271	1692	55730	Pass
4	0.008377589270823828	2.4722370959605113	14.03972471620142	0	11060	20151	1828	67205	Pass
5	0.00875373731621174	2.4790063312848645	13.94581208895729	0	10841	19117	1878	62345	Pass
6	0.008423765635431978	2.5791260478871436	13.978854013027739	1404	9843	17885	1618	59357	Pass
7	0.009588308198724887	2.6225936066334006	14.505592972203356	767	9983	16278	1967	50598	Pass
8	0.010271800684307128	2.6436709472972986	14.21566581666498	1497	9939	18185	1609	61125	Pass
9	0.37005572820239147	-0.2728464022510111	7.659041994268804	0	12555	19750	2667	60010	Possible loss
10	0.013509539030208165	2.5210778188551757	14.912366493760045	123	9226	18456	1338	63204	Pass
11	0.011394979958268405	2.5724356397170824	14.363196400468784	0	9838	17166	1726	56461	Pass
12	0.07407556947413019	3.7023973618314807	16.6214390941902	0	7692	14035	1280	46775	Possible gain
13	0.015695064402376245	2.585086832018379	13.372188256774821	311	10460	17116	2073	54089	Pass
14	0.015839130367020338	2.410483102838098	14.028390871881609	1330	9487	15949	1772	50436	Pass
15	0.01680078706029624	2.7279991471058027	14.366787718732954	1494	10121	19228	1571	64522	Pass
16	0.0313794944492602	1.9924479175039922	12.51648909393651	0	9309	14740	1903	44860	Fail
17	0.02600319961750918	2.2840951347925005	12.925435501793443	1505	9183	12743	2427	35117	Pass
18	0.018854238397759977	2.471377947739798	13.843411042626045	0	10699	18477	1886	60285	Pass
19	0.06384496836254726	3.4495335256322672	14.621320587589484	1598	6496	8978	1747	24423	Fail
20	0.02724034431811348	2.194726628654088	14.21877613492824	1190	9561	18641	1407	64801	Pass
21	0.08902732403674242	3.293022827025438	15.915400636243453	1091	11965	17124	2974	48200	Fail
22	0.0779268011998538	1.6725607074092812	12.207197727056691	0	9299	14175	2058	42324	Fail
