	bad	good
1e-06	6.588936472520358	0.7680778825602655
1.6249531191398926e-06	6.7207193950906845	0.7045590397707231
2.249906238279785e-06	6.59151299563799	0.6904782650307899
2.8748593574196773e-06	6.937462316083526	0.6583297513130598
3.49981247655957e-06	6.809634444940658	0.6333451263922284
4.1247655956994626e-06	6.6696077588920595	0.6164878440446258
4.749718714839355e-06	6.163808139511727	0.6041564609510004
5.3746718339792465e-06	6.996199492197037	0.5646449023453106
5.99962495311914e-06	6.424884148427438	0.5580398341113981
6.624578072259032e-06	6.002887055492708	0.5527541022700215
7.2495311913989245e-06	6.1322913380932365	0.5370215165544552
7.874484310538816e-06	5.851636512708955	0.5293081446839468
8.499437429678711e-06	5.900041557842426	0.5220419401151046
9.124390548818604e-06	5.452481245994907	0.48450128472758713
9.749343667958496e-06	5.392444295865927	0.4998526458158564
1.0374296787098387e-05	5.266124271736997	0.4845513426409425
1.0999249906238279e-05	5.136185708144835	0.5025512144661515
1.1624203025378176e-05	4.805960758609924	0.49122942799984937
1.2249156144518065e-05	4.853500599410304	0.4908077544367534
1.287410926365796e-05	4.659250184344138	0.4922745555525373
1.349906238279785e-05	4.313868655714067	0.4652837755608522
1.4124015501937743e-05	4.058093127813064	0.4585380260766685
1.4748968621077633e-05	3.928088276344224	0.46527995291850244
1.5373921740217525e-05	4.023865928920428	0.4536740703473391
1.5998874859357418e-05	3.823659229280298	0.4382148025150051
1.6623827978497315e-05	3.9638217623542262	0.4448529671044648
1.7248781097637205e-05	3.8373819018579898	0.4433922410281832
1.7873734216777098e-05	3.6309742537338203	0.4453398841954151
1.8498687335916988e-05	3.6252657775622406	0.4606968024839463
1.9123640455056884e-05	3.660486320368369	0.45123128564709625
1.974859357419677e-05	3.485487812724326	0.4294504285430066
2.0373546693336667e-05	3.292385347813052	0.42795317625523255
2.099849981247656e-05	3.304148508444904	0.4282375753052093
2.162345293161645e-05	3.430837378426952	0.4269946313874341
2.2248406050756347e-05	3.2207005532984425	0.4162704481321014
2.287335916989624e-05	3.1935758561036565	0.41476467391951377
2.349831228903613e-05	3.0443708465844916	0.4216395024884561
2.4123265408176027e-05	3.006469276000371	0.3972268580351981
2.474821852731592e-05	3.0351764414981663	0.4034571093329419
2.537317164645581e-05	3.0534039830521724	0.3996880299060478
2.59981247655957e-05	3.045549116902123	0.4011299956403842
2.6623077884735596e-05	2.9346039715831047	0.3937920887888491
2.7248031003875493e-05	2.870480668859833	0.3995183277352105
2.787298412301538e-05	2.762739723247768	0.390495388859594
2.8497937242155266e-05	2.676759430310024	0.3879456267806924
2.9122890361295166e-05	2.6868210640060197	0.3724474988960952
2.9747843480435052e-05	2.7526068950542175	0.3871427723500304
3.0372796599574952e-05	2.578085738755168	0.38515948876606093
3.099774971871484e-05	2.561183283448358	0.3588353336032625
3.162270283785473e-05	2.6357337141761654	0.3652264824998495
3.2247655956994625e-05	2.5043200232850826	0.3551524644375951
3.287260907613451e-05	2.5364440558969568	0.36285220811929103
3.3497562195274405e-05	2.3838604040276827	0.3683359034759117
3.41225153144143e-05	2.4697846808293287	0.372079211156895
3.4747468433554185e-05	2.3439558521692696	0.3565906465135319
3.5372421552694085e-05	2.41250529517462	0.3561037313209688
3.599737467183398e-05	2.3499535209004625	0.3593076012936174
3.662232779097387e-05	2.2542709533143803	0.3573023211137032
3.724728091011377e-05	2.308824688982248	0.35761467882536446
3.7872234029253665e-05	2.292714880899174	0.3538197671615575
3.849718714839354e-05	2.19166046562754	0.34682432496644616
3.9122140267533444e-05	2.194703978577813	0.35064282342646186
3.974709338667333e-05	2.109245237330967	0.3366133573050796
4.037204650581322e-05	2.192822803804094	0.33557667863120433
4.099699962495312e-05	2.146376618621594	0.34022858839838405
4.162195274409301e-05	2.1275593948975637	0.33206490384270765
4.22469058632329e-05	2.131332808130635	0.3443349724468976
4.28718589823728e-05	2.057145858292935	0.3398493209161957
4.349681210151269e-05	2.011028764562984	0.3431250208531494
4.4121765220652583e-05	2.124312704413126	0.33120009142492995
4.474671833979247e-05	2.04321100783394	0.33014663788603826
4.537167145893236e-05	1.9393210617676195	0.3264296327682781
4.5996624578072256e-05	1.9774412491672817	0.3294440992864538
4.662157769721215e-05	2.0414590564901545	0.3183121299950368
4.7246530816352036e-05	1.9397034891388736	0.319944038072722
4.7871483935491936e-05	1.9936460708263162	0.317940196940865
4.849643705463183e-05	1.8409635993683127	0.3355675458469515
4.912139017377172e-05	1.8321716325478368	0.32008697450375706
4.974634329291161e-05	1.9043251257483214	0.3224177355864174
5.03712964120515e-05	1.8896807919793364	0.3173808644653247
5.09962495311914e-05	1.7977409433992178	0.3249286856597707
5.1621202650331296e-05	1.868923439380254	0.3236529695772762
5.224615576947118e-05	1.8241797994603122	0.31142007455211074
5.2871108888611075e-05	1.8115936768268512	0.3343454551474045
5.349606200775097e-05	1.7947913270388933	0.330841385457307
5.412101512689086e-05	1.7992262898655544	0.3238998060877431
5.474596824603076e-05	1.7095634393667996	0.32331458732051843
5.537092136517064e-05	1.8002440913995228	0.3191245440422884
5.5995874484310535e-05	1.7468583002505378	0.32074606179955706
5.662082760345043e-05	1.6455832662279206	0.31789172345737715
5.724578072259032e-05	1.6098925036621305	0.3113312088135114
5.7870733841730214e-05	1.6306812534029906	0.3197276265885764
5.849568696087011e-05	1.7185724943804808	0.33665390822237085
5.912064008001e-05	1.5930974957076738	0.31228290735930553
5.974559319914989e-05	1.665101193818884	0.3195369887017795
6.0370546318289794e-05	1.6031489925219478	0.3185828701261662
6.0995499437429674e-05	1.6686229519330844	0.31139422583396725
6.162045255656957e-05	1.4878116561155474	0.31999223205864336
6.224540567570947e-05	1.5949116947057376	0.3216405367058732
6.287035879484935e-05	1.6098329984289823	0.31173117403672845
6.349531191398924e-05	1.5184332530108118	0.3111332087406483
6.412026503312914e-05	1.464684120834788	0.3135637734154749
6.474521815226903e-05	1.4851233636911736	0.33075583328827834
6.537017127140894e-05	1.3877130281446433	0.307992411536249
6.599512439054881e-05	1.4158719913769389	0.3073714031545103
6.662007750968871e-05	1.4376009787746094	0.3120613391273027
6.72450306288286e-05	1.4222325562036335	0.31656776617654186
6.78699837479685e-05	1.4891126223849809	0.30513962028577113
6.849493686710839e-05	1.4411576655253377	0.3029204223930866
6.911988998624829e-05	1.434457437685177	0.30242291470270155
6.974484310538817e-05	1.4131573476156891	0.3115911180811313
7.036979622452806e-05	1.4188481784148026	0.3139680711226429
7.099474934366796e-05	1.3474416568337633	0.3144989634704958
7.161970246280785e-05	1.3847013190323154	0.3098984264017722
